Moketojo_ID	Moketojo_kodas	Moketojo_pavadinimas	Suma	Valiuta
3007	0	P.J.	1209.60	LTL
3008	1003008	Uždaroji akcinė bendrovė "EKONAMAS"	6216.71	LTL
3009	1003009	Uždaroji akcinė bendrovė "PROJEKTSERVISAS"	17247.18	LTL
3011	0	E.T.	228.30	LTL
3014	1003014	UAB "V sportas" (buvusi V. Varno įmonė)	367.36	LTL
3018	0	Z.L.	102.65	LTL
3019	1003019	Uždaroji akcinė bendrovė "SVETURKELIS"	697.97	LTL
3021	1003021	UAB ''VILBEKSA''	45962.62	LTL
3026	0	V.B.	269.91	LTL
3028	0	K.P.	312.97	LTL
3032	0	B.M.	362.42	LTL
3033	0	E.M.	297.68	LTL
3035	1003035	Uždaroji akcinė bendrovė"DISONA". Išieškojimas.	1585.81	EUR
3035	1003035	Uždaroji akcinė bendrovė"DISONA". Išieškojimas.	10903.28	LTL
3036	1003036	Edvardo Jankūno individuali įmonė	188.00	LTL
3037	1003037	Uždaroji akcinė bendrovė "B.G.M."	251.13	LTL
3039	1003039	Uždaroji akcinė bendrovė "BURDA MODEN SALONAS"	12899.83	LTL
3040	1003040	UAB "EMBEX" (buv. "DRAUGYSTĖS" viešbutis)	132001.24	LTL
3041	1003041	Uždaroji akcinė bendrovė "Kauno Grūda", buv. UAB "Grūda"	653.52	LTL
3042	1003042	UAB gamybinė komercinė firma "MISA"	2304.25	LTL
3046	0	J.M.	9.24	LTL
3049	1003049	592-oji garažų statybos ir eksploatavimo bendrija	13489.56	LTL
3051	0	S.M.	9.78	LTL
3054	1003054	461-oji garažų statybos ir eksploatavimų bendrija	387.33	LTL
3058	0	A.K.	136.00	LTL
3059	0	A.Š.	1027.99	LTL
3061	0	K.Š.	1200.03	LTL
3063	0	K.G.	1015.19	LTL
3064	0	V.K.	993.47	LTL
3067	0	R.M.	112.64	LTL
3069	0	A.B.	12.15	LTL
3072	1003072	Uždaroji akcinė bendrovė "Trilogija"	560.00	LTL
3077	0	J.S.	584.58	LTL
3078	0	K.M.	566.83	LTL
3079	1003079	Uždaroji akcinė bendrovė "SERMETA"	140869.46	LTL
3080	0	V.Š.	1.00	LTL
3090	0	J.M.	132.92	LTL
3097	0	A.B.	355.97	LTL
3098	0	T.K.	13.31	LTL
3099	0	L.K.	911.98	LTL
3100	0	B.P.	593.35	LTL
3105	0	I.T.	421.41	LTL
3107	1003107	297-oji garažų statybos ir eksploatavimo bendrija	777.84	LTL
3111	0	V.Z.	1438.16	LTL
3112	0	V.P.	718.31	LTL
3113	0	A.P.	714.90	LTL
3117	0	A.G.	897.81	LTL
3118	0	V.V.	1081.74	LTL
3120	0	V.M.	988.35	LTL
3121	0	G.B.	1070.86	LTL
3122	0	R.M.	815.15	LTL
3123	0	L.M.	1063.93	LTL
3124	0	O.F.	800.00	LTL
3128	0	H.M.	688.50	LTL
3131	0	N.S.	543.48	LTL
3132	0	A.R.	679.35	LTL
3134	1003134	344 GARAŽŲ STATYBOS IR EKSPLOATAVIMO BENDRIJA	9305.58	LTL
3135	1003135	338-oji garažų statybos ir eksploatavimo bendrija	115.45	EUR
3135	1003135	338-oji garažų statybos ir eksploatavimo bendrija	1594.44	LTL
3136	1003136	339-oji garažų statybos ir eksploatavimo bendrija	1733.68	LTL
3137	1003137	UAB "REAL HOUSE"	1700.15	LTL
3142	0	J.J.	16.59	LTL
3150	0	V.P.	1019.37	LTL
3152	0	K.P.	456.60	LTL
3153	0	P.A.Č.	380.14	LTL
3154	0	S.B.	392.26	LTL
3159	1003159	Uždaroji akcinė bendrovė "JUODIEJI METALAI"	9316.72	LTL
3160	1003160	UŽDAROJI AKCINĖ BENDROVĖ "TADETAS"	2097.71	EUR
3160	1003160	UŽDAROJI AKCINĖ BENDROVĖ "TADETAS"	7242.96	LTL
3161	1003161	Uždaroji akcinė bendrovė "Vigdomus"	7536.96	LTL
3162	1003162	Uždaroji akcinė bendrovė "CHEDAS"	196.64	LTL
3163	1003163	Uždaroji akcinė bendrovė "SOLARIS BALTIC" (buvo "RETOTRANSAS")	29663.37	LTL
3165	1003165	Uždaroji akcinė bendrovė "Eltecha"	244.16	LTL
3166	1003166	Uždaroji akcinė bendrovė "TRANSRATAS"	5452.99	LTL
3169	0	M.L.S.	47.12	EUR
3169	0	M.L.S.	1009.72	LTL
3170	0	K.Š.	472.78	LTL
3171	0	M.K.	421.98	LTL
3175	0	V.Z.	903.15	LTL
3177	0	D.T.	3434.49	LTL
3178	0	M.O.	647.00	LTL
3180	0	G.L.	1362.12	LTL
3182	0	B.S.	26.32	LTL
3186	0	V.K.	843.11	LTL
3187	1003187	Akcinė bendrovė "METALO ĮRANGA"	43252.00	LTL
3188	1003188	Akcinė bendrovė "KASYBA"	8473.25	LTL
3190	1003190	Uždaroji akcinė bendrovė "Manukas"	16260.00	LTL
3191	1003191	UAB LUSTAS (buv.R. Bliabo įmonė)	4326.44	LTL
3192	1003192	Akcinė bendrovė "VILNIAUS KRANAI"	9160.73	LTL
3197	0	D.K.	1089.00	LTL
3198	0	T.Š.	110.01	LTL
3209	0	V.J.	194.94	LTL
3213	1003213	488-oji garažų statybos ir eksploatavimo bendrija	1029.36	LTL
3214	0	S.A.	641.24	LTL
3218	0	E.V.	563.95	LTL
3219	1003219	Uždaroji akcinė bendrovė "MINSANDA"	27894.35	LTL
3219	1003219	Uždaroji akcinė bendrovė "MINSANDA"	2627.50	EUR
3220	0	K.B.	471.59	LTL
3222	0	J.M.	118.04	LTL
3223	0	N.T.	1650.00	LTL
3225	1003225	Akcinė bendrovė "RUDALITA"	32563.12	LTL
3230	0	Č.G.	510.70	LTL
3237	0	I.S.	265.14	LTL
3239	0	D.B.	260.17	LTL
3240	1003240	291-oji garažų statybos ir eksploatavimo bendrija. Išieškojimas.	4636.47	LTL
3241	1003241	Uždaroji akcinė bendrovė "RASMITAS"	3330.57	LTL
3245	0	L.B.	2288.03	LTL
3256	1003256	Sodininkų bendrija "VIKTORIJA"	189.42	LTL
3259	1003259	614-oji garažų statybos ir eksploatavimo bendrija	1420.80	LTL
3260	1003260	R. Petkūno firma "RIPETA"	1008.51	LTL
3261	1003261	Garažų eksploatavimo bendrija "Vairas"	114.00	LTL
3262	0	V.A.	2346.38	LTL
3264	0	I.M.	202.59	LTL
3267	0	J.B.	974.65	LTL
3268	1003268	Sodininkų bendrija "VITAMINAS"	351.52	LTL
3269	1003269	UAB "Arginta"	9277.82	LTL
3281	0	J.V.	2600.00	LTL
3282	0	S.Ž.	3062.51	LTL
3283	0	J.M.	211.39	LTL
3285	0	V.D.	2154.58	LTL
3287	0	V.J.	.22	LTL
3289	0	Č.J.	.99	LTL
3293	1003293	Uždaroji akcinė bendrovė "ESTUARIJA"	50295.94	LTL
3308	1003308	565-oji garažų statybos ir eksploatavimo bendrija	1432.28	LTL
3315	0	Z.M.	394.98	LTL
3324	0	A.S.	5.79	LTL
3327	0	A.A.	5.49	LTL
3328	0	A.V.	6.11	LTL
3330	1003330	Uždaroji akcinė bendrovė "Užuolaidų studija" (iš G. Viskantos firmos "Užuolaidų studija")	1566.17	LTL
3333	0	S.D.	6.71	LTL
3338	1003338	Uždaroji akcinė bendrovė "IMBELA"	286.56	LTL
3339	0	T.Y.	238.62	LTL
3340	1003340	Akcinė bendrovė "MINTIS"	1247.40	LTL
3341	1003341	Uždaroji akcinė bendrovė "ELGAMA"	2402.39	LTL
3342	1003342	Uždaroji akcinė bendrovė "ARDENA"	5068.73	LTL
3345	1003345	Uždaroji akcinė bendrovė "INMATSIS" (iš NP93-24 Elektronikos instituto "ELITA" personalinė įmonė "INMATSIS")	1551.05	LTL
3346	1003346	Uždaroji akcinė bendrovė "ELTESTA"	864.54	LTL
3347	1003347	UAB "Vilniaus investiciniai projektai (buvo "BALTIJOS CEMENTAS")	2734.76	LTL
3348	1003348	Uždaroji akcinė bendrovė "LANSITA"	1522.16	LTL
3350	1003350	Uždaroji akcinė bendrovė "ELMIKA"	10346.10	LTL
3351	1003351	Uždaroji akcinė bendrovė "KONTESTAS"	1647.34	LTL
3352	1003352	Uždaroji akcinė bendrovė "MONVILAS"	121.72	LTL
3354	1003354	Uždaroji akcinė bendrovė "SALPAS"	690.35	LTL
3355	1003355	Uždaroji akcinė bendrovė "ORDENA"	154.44	LTL
3355	1003355	Uždaroji akcinė bendrovė "ORDENA"	11.18	EUR
3356	0	M.S.	161.43	LTL
3357	0	R.V.	1948.36	LTL
3360	1003360	Lietuvos lenkų sąjunga	1998.20	LTL
3361	1003361	Viešoji įstaiga "VILNIAUS IR ALYTAUS APSKRIČIŲ AKLŲJŲ IR SILPNAREGIŲ TARYBA"	7160.76	LTL
3368	0	A.N.	681.55	LTL
3372	0	L.B.	11.94	LTL
3373	0	A.K.K.	11.24	LTL
3374	0	V.Ž.	9.48	LTL
3381	0	F.S.	281.71	LTL
3382	0	R.S.	280.80	LTL
3400	1003400	Sodininkų bendrija "GULBINAI"	468.02	LTL
3407	0	V.U.	515.11	LTL
3409	0	V.K.	1242.20	LTL
3411	0	J.A.	6.23	LTL
3413	0	I.L.	170.98	LTL
3414	0	T.T.	170.98	LTL
3428	1003428	Sodininkų bendrija "TALKA"	420.92	LTL
3429	1003429	Sodininkų bnedrija "NERIS"	303.28	LTL
3430	1003430	Sodininkų bendrija "LAKŠTINGALA"	5450.94	LTL
3431	1003431	Sodininkų bendrija "ŠALNA"	225.52	LTL
3432	1003432	Sodininkų bendrija "ANTAVILIAI"	617.80	LTL
3436	1003436	Sodininkų bendrija „GVAZDIKAS“	1246.62	LTL
3439	0	T.O.	954.46	LTL
3440	0	J.M.	356.22	LTL
3441	0	L.B.	1195.63	LTL
3442	0	J.M.	2081.40	LTL
3443	1003443	Sodininkų bendrija "TIEKIMAS"	486.66	LTL
3443	1003443	Sodininkų bendrija "TIEKIMAS"	49.85	EUR
3444	1003444	Sodininkų bendrija "SALIUTAS"	92.70	LTL
3445	0	E.B.	866.48	LTL
3447	0	L.J.	2933.97	LTL
3448	0	T.M.	518.88	LTL
3452	1003452	575 - oji garažų statybos ir eksploatavimo bendrija	1394.96	LTL
3453	0	R.T.	4758.54	LTL
3454	0	J.B.	155.78	LTL
3457	0	S.N.	805.95	LTL
3459	0	L.R.	938.64	LTL
3461	0	J.L.	710.40	LTL
3462	0	S.A.	1308.67	LTL
3464	0	S.A.	1074.75	LTL
3466	0	A.L.	321.83	LTL
3473	1003473	Sodininkų bendrija "AUŠRA"	215.51	LTL
3477	0	A.A.	353.53	LTL
3480	0	R.L.	2984.38	LTL
3481	0	R.M.	70.20	LTL
3486	1003486	Uždaroji akcinė bendrovė "Goretė"	1069.95	LTL
3488	1003488	UAB "Lamees" (TIN 9800331541)	10497.50	LTL
3489	0	J.V.	114.84	LTL
3490	0	I.M.	198.90	LTL
3491	0	V.B.	336.20	LTL
3495	0	A.T.	1653.54	LTL
3496	0	S.P.	603.66	LTL
3497	0	I.Z.	113.56	LTL
3498	0	A.Z.	116.00	LTL
3499	1003499	UAB „SKR GRUPĖ“	42276.62	LTL
3502	1003502	305-oji garažų statybos ir eksploatavimo bendrija	5984.76	LTL
3503	1003503	399 - oji garažų statybos ir eksploatavimo bendrija	3047.04	LTL
3504	1003504	Sodininkų bendrija "DOBILAS"	693.98	LTL
3505	0	G.R.	387.91	LTL
3508	0	K.B.	295.31	LTL
3511	0	K.G.	392.26	LTL
3513	0	T.L.	1502.81	LTL
3514	0	S.J.	304.40	LTL
3515	0	A.L.	1189.09	LTL
3516	1003516	AB "BALTIC SHOPPING CENTERS"	392698.91	LTL
3517	0	V.Ž.	6.68	LTL
3528	1003528	N.Markevičiaus personalinė įmonė "BOCHAKOLITA"	89.72	LTL
3529	1003529	Uždaroji akcinė bendrovė "ALIARMO SISTEMOS"	1137.70	LTL
3531	1003531	Uždaroji akcinė bendrovė "SATEKA"	2053.82	LTL
3532	1003532	UAB "MARKES"	279.20	LTL
3533	1003533	Uždaroji akcinė bendrovė "SVEIKATOS EKONOMIKOS CENTRAS"	818.18	LTL
3534	1003534	Uždaroji akcinė bendrovė "DAŽAI" (iš NP93-3)	4585.75	LTL
3535	1003535	Uždaroji akcinė bendrovė "JUDRUVA"	31997.24	LTL
3539	1003539	459-oji garažų statybos ir eksploatavimo bendrija	1025.76	LTL
3540	1003540	UAB "Vilniaus garažų plėtros projektai"	3657.00	LTL
3545	0	K.L.	10.88	LTL
3546	0	J.T.	276.43	LTL
3549	0	E.S.	298.54	LTL
3550	0	J.N.	275.41	LTL
3551	1003551	550-oji garažų statybos ir eksploatavimo bendrija	1545.11	LTL
3552	1003552	Sodininkų bendrija "DVARČIONYS"	232.74	LTL
3558	0	I.P.	191.52	LTL
3563	1003563	Sodininkų bendrija "RŪTA Nr 1"	33.56	LTL
3565	1003565	Sodininkų bendrija "AŽUOLYNAS"	2866.24	LTL
3566	1003566	Sodininkų bendrija "INFORMATIKAS"	136.80	LTL
3567	1003567	Sodininkų bendrija "DIEMEDIS"	187.12	LTL
3570	1003570	Uždaroji akcinė bendrovė "KVIESTA"	3111.03	LTL
3571	1003571	Uždaroji akcinė bendrovė „ MAISTO INŽINERINIS CENTRAS“	800.80	LTL
3572	1003572	Uždaroji akcinė bendrovė "AUTOMOBILIŲ STIKLAI"	2326.25	LTL
3579	0	B.Č.	6.11	LTL
3583	0	M.M.	153.01	LTL
3585	0	A.Č.	8.15	LTL
3586	0	R.K.A.	300.10	LTL
3592	0	D.R.	60.00	EUR
3592	0	D.R.	806.88	LTL
3594	1003594	41-oji laikinų metalinių garažų statybos  ir eksploatavimo bendrija. Išieškojimas	9500.00	LTL
3596	0	R.A.	1012.83	LTL
3597	0	J.J.	1542.93	LTL
3601	0	V.V.	233.04	LTL
3602	1003602	604-oji garažų statybos ir eksploatavimo bendrija	575.10	LTL
3603	1003603	HELIER INTERNATIONAL CORP.	334.36	LTL
3606	1003606	Uždaroji akcinė bendrovė Medicinos bankas	11527.19	LTL
3607	1003607	UAB "BENU Vaistinė Lietuva". Reorganizacija	1529.88	LTL
3608	0	Č.P.	50.00	LTL
3612	0	S.P.	472.30	LTL
3614	1003614	Uždaroji akcinė bendrovė "Jotvainio prekyba"	220.36	LTL
3615	1003615	Akcinė bendrovė "VILNIAUS DEGTINĖ"	155053.92	LTL
3622	1003622	UAB "SKRAIDENIS"	39183.40	LTL
3623	1003623	Uždaroji akcinė bendrovė "BALTEXIM"	9526.82	LTL
3624	1003624	UAB „SAUGUS NAMAS“	13307.68	LTL
3625	1003625	Uždaroji akcinė bendrovė " HANSA FLEX HIDRAULINĖS JUNGTYS"	12131.50	LTL
3626	1003626	Lietuvos ir Vokietijos uždaroji akcinė bendrovė "GERHARD PETRI VILNIUS"	803.17	EUR
3626	1003626	Lietuvos ir Vokietijos uždaroji akcinė bendrovė "GERHARD PETRI VILNIUS"	6535.52	LTL
3627	1003627	Akcinė bendrovė "KRAŠTO PROJEKTAI" (iš VĮ91-150 VĮ KSPI)	5701.04	LTL
3628	1003628	Uždaroji akcinė bendrovė "VITROPOLIS"	19763.60	LTL
3629	0	M.B.	428.95	LTL
3632	0	M.B.	71.93	LTL
3635	0	Z.V.	143.81	LTL
3636	0	I.Š.	495.41	LTL
3637	0	V.K.	725.40	LTL
3638	0	V.F.	107.58	EUR
3638	0	V.F.	1846.80	LTL
3639	0	J.D.	162.15	LTL
3641	0	J.B.	164.94	LTL
3643	0	A.K.	828.20	LTL
3647	0	V.G.	173.02	LTL
3648	0	O.M.	1419.67	LTL
3649	1003649	Uždaroji akcinė bendrovė "EVMA"	19803.00	LTL
3653	0	I.A.	137.06	LTL
3657	0	V.A.	232.84	LTL
3659	0	G.P.	46.47	LTL
3663	1003663	316-oji garažų statybos ireksploatavimo bendrija. Išieškojimas.	1670.41	LTL
3677	0	I.M.	1231.80	LTL
3679	1003679	659-oji garažų statybos ir eksploatavimo bendrija	109.72	LTL
3680	1003680	Uždaroji akcinė bendrovė "MABILTA". Išieškojimas.	6900.00	EUR
3680	1003680	Uždaroji akcinė bendrovė "MABILTA". Išieškojimas.	124068.81	LTL
3685	0	I.T.	453.88	LTL
3687	1003687	UAB „NAUJASIS UŽUPIS“	344269.29	LTL
3695	0	V.L.	914.15	LTL
3702	0	T.U.	529.92	LTL
3704	0	A.K.	752.46	LTL
3709	1003709	Akcinė bendrovė "VILNIAUS TAKSI"	220.86	LTL
3713	1003713	322-oji garažų statybos ir eksploatavimo bendrija	2046.88	LTL
3716	0	S.B.	457.16	LTL
3717	0	H.S.	539.35	LTL
3718	0	B.A.	157.90	LTL
3719	0	R.M.	625.36	LTL
3720	1003720	571-oji garažų statybos ir ekploatavimo bendrija	1554.34	LTL
3724	0	T.Š.	162.58	LTL
3725	0	D.P.	560.61	LTL
3729	0	R.U.	881.91	LTL
3731	0	R.K.	1759.98	LTL
3732	1003732	Uždaroji akcinė bendrovė "JGK STATYBA". Išieškojimas.	38055.97	LTL
3732	1003732	Uždaroji akcinė bendrovė "JGK STATYBA". Išieškojimas.	7079.76	EUR
3733	1003733	45-oji laikinų metalinių garažų statybos ir eksploatavimo bendrija "PILAITĖ". išieškojimas	12000.00	LTL
3734	0	Z.B.	4455.89	LTL
3735	1003735	Uždaroji akcinė bendrovė "LELIJA"	194519.75	LTL
3736	1003736	Uždaroji akcinė bendrov  "ŽEMAIČIŲ LANŠA". Išieškojimas.	15531.42	LTL
3737	0	C.F.	200.00	EUR
3737	0	C.F.	389.18	LTL
3738	1003738	Sodininkų bendrija "Teatralas"	57.75	LTL
3739	1003739	Sodininkų bendrija "ELEKTRONIKA - 1"	841.26	LTL
3742	1003742	Uždaroji akcinė bendrovė "Baltijos birža"(reorganizuota iš AB "Baltijos birža"AB92-647)	3833.00	LTL
3743	0	V.D.	939.90	LTL
3755	1003755	UAB "VIBENA"	102.49	LTL
3757	1003757	UAB "Burenta"	56496.00	LTL
3761	0	A.U.	339.61	LTL
3762	1003762	Uždaroji akcinė bendrovė "REDETA"	2822.96	LTL
3763	1003763	Uždaroji akcinė bendrovė "RAMBETA"	297.72	EUR
3763	1003763	Uždaroji akcinė bendrovė "RAMBETA"	535.07	LTL
3764	1003764	Statybos ir remonto uždaroji akcinė bendrovė "FRIZAS". Išieškojimas.	26883.05	LTL
3765	1003765	Uždaroji akcinė bendrovė"VIJOKLIŲ KAMPELIS". Išieškojimas.	4528.45	LTL
3767	1003767	525-oji garažų statybos ir eksploatavimo bendrija	1161.74	LTL
3768	0	R.A.	3.20	EUR
3769	0	N.K.	1144.26	LTL
3770	0	S.P.	2272.24	LTL
3771	0	D.R.	2767.94	LTL
3774	0	E.L.	2023.07	LTL
3775	0	B.K.	254.74	LTL
3779	0	V.R.	1168.80	LTL
3780	0	Č.K.	232.01	LTL
3783	0	V.L.	371.73	LTL
3788	0	M.S.	8.30	LTL
3793	1003793	48-oji laikinų metalinių garažų statybos ir eksploatavimo bendrija "POLOCKO-2". Ieškinys	11424.39	LTL
3797	1003797	16-oji gyvenamųjų namų statybos bendrija	16919.40	LTL
3800	0	S.D.	561.72	LTL
3804	0	Z.M.	3710.95	LTL
3812	0	Z.K.	630.00	LTL
3813	0	S.T.	1453.50	LTL
3814	1003814	Uždaroji akcinė bendrovė "ELYMUS"	6127.42	LTL
3819	0	J.K.	421.29	LTL
3822	0	I.Z.	473.78	LTL
3828	0	V.U.	320.86	LTL
3830	0	K.U.	345.41	LTL
3833	0	V.K.	18.14	LTL
3834	0	M.A.	490.82	LTL
3835	0	O.M.	490.70	LTL
3836	0	R.M.	490.74	LTL
3837	0	B.K.	264.32	LTL
3838	0	E.A.	494.27	LTL
3839	1003839	Uždaroji akcinė bendrovė "VAIZDINĖ DIZAINO IDĖJA"	2824.05	LTL
3841	0	M.P.	473.44	EUR
3842	0	A.N.	1265.33	LTL
3843	0	J.F.	1225.73	LTL
3850	0	G.J.	151.31	LTL
3854	0	L.S.	874.16	LTL
3855	0	D.Š.	330.95	LTL
3860	0	D.T.	2484.00	LTL
3861	0	E.D.	602.75	LTL
3861	0	E.D.	171.61	EUR
3866	0	V.K.	.04	LTL
3867	0	K.M.	447.14	LTL
3873	1003873	UAB „REMARKO“	1154.26	LTL
3880	1003880	Uždaroji akcinė bendrovė "PROKRIDA"	1188.84	LTL
3881	1003881	616-oji garažų statybos ir eksploatavimo bendrija	254.64	LTL
3886	0	K.P.	65.24	LTL
3887	1003887	15-oji garažų statybos ir eksploatavimo bendrija "SPARNAI"	6119.45	LTL
3888	0	M.T.	279.89	LTL
3893	0	I.M.	161.46	LTL
3894	0	A.G.	261.91	LTL
3896	0	S.J.	796.88	LTL
3898	1003898	Uždaroji akcinė bendrovė "VIDURYS"	7103.72	LTL
3907	0	I.V.	5.21	LTL
3910	1003910	UŽDAROJI AKCINĖ BENDROVĖ JAPONIŠKŲ MARKIŲ AUTOMOBILIŲ CENTRAS	12356.29	LTL
3911	0	I.L.	831.36	LTL
3912	0	L.I.	439.33	LTL
3917	0	M.V.	702.02	LTL
3928	0	V.Š.	2.00	EUR
3938	0	E.Č.	1.49	EUR
3947	0	V.A.	353.47	LTL
3948	0	M.R.	.16	LTL
3953	0	A.Š.	144.28	LTL
3957	0	S.T.	6.32	LTL
3964	0	V.P.A.	6.32	LTL
3965	0	S.M.	933.06	LTL
3982	0	R.V.	6.23	LTL
3984	0	A.E.	3968.16	LTL
3992	0	R.B.	623.64	LTL
3994	0	B.P.	137.35	LTL
4000	0	R.A.	3879.67	LTL
4001	0	D.A.	3669.10	LTL
4002	1004002	Sodininkų bendrija "Mažieji Gulbinai"	290.00	LTL
4003	1004003	UAB „DVIGUBA PROGRESIJA“	20484.82	LTL
4006	0	F.B.	476.48	LTL
4013	0	K.Š.	834.43	LTL
4014	0	M.K.	1243.40	LTL
4015	0	M.Š.	1244.04	LTL
4021	0	S.J.J.	150.63	LTL
4023	0	J.K.	527.67	LTL
4025	0	H.F.	388.79	LTL
4026	0	O.D.	311.18	LTL
4027	0	A.K.	1718.45	LTL
4036	0	O.S.	212.52	LTL
4038	0	P.D.	475.02	LTL
4039	0	T.B.	4193.89	LTL
4042	0	Z.O.	2327.39	LTL
4043	0	V.C.	2688.75	LTL
4046	0	N.P.	23.06	LTL
4049	1004049	474-oji garažų statybos ir eksploatavimo bendrija	5403.92	LTL
4050	1004050	UAB "SIGVANDA"	1361.70	LTL
4051	1004051	UAB "Žalgirio sporto arena". Išieškojimas.	232978.04	LTL
4054	1004054	472-oji garažų statybos ir eksploatavimo bendrija	1391.72	LTL
4055	0	E.B.	357.25	LTL
4060	0	L.K.	117.32	LTL
4062	0	L.B.	116.87	LTL
4063	0	D.K.	156.24	LTL
4065	0	V.L.	68.45	LTL
4069	0	G.J.	371.65	LTL
4071	0	M.J.	50.18	LTL
4072	0	E.J.	1273.39	LTL
4073	0	M.J.	800.00	LTL
4075	0	S.B.	8.63	LTL
4080	0	V.B.	8.63	LTL
4083	0	V.S.	630.34	LTL
4084	0	T.G.	144.90	LTL
4085	0	R.A.	132.85	LTL
4087	0	J.T.	1420.06	LTL
4088	0	T.T.	61.00	LTL
4089	0	A.T.	188.46	LTL
4091	0	L.S.	101.76	LTL
4095	0	A.K.	123.83	LTL
4102	0	S.B.	156.06	LTL
4103	0	N.B.	189.64	LTL
4106	0	J.D.	374.07	LTL
4120	0	V.M.	11.85	LTL
4129	1004129	Sodininkų bendrija "AVIATORIUS"	273.65	LTL
4133	1004133	Uždaroji akcinė bendrovė "AVIAVILSA"	643.88	LTL
4135	0	Č.Z.	538.58	LTL
4136	0	G.K.	529.06	LTL
4137	0	G.P.	13.07	LTL
4138	0	T.B.	3638.75	LTL
4139	1004139	Uždaroji akcinė bendrovė "CONLITUS"	1387.60	LTL
4142	0	S.K.	709.20	LTL
4143	1004143	Sodininkų bendrija "LIEPA"	69.75	LTL
4145	1004145	Sodininkų bendrija "Vėsa"	618.88	LTL
4147	1004147	Sodininkų bendrija "ELFA"	1997.34	LTL
4149	0	V.B.	9.08	LTL
4152	0	V.L.	9.62	LTL
4167	0	J.P.M.	306.69	LTL
4170	0	K.T.	337.91	LTL
4171	0	L.Č.	4936.00	LTL
4173	1004173	Sodininkų bendrija "ĄŽUOLAS-2"	1272.60	LTL
4177	1004177	125-oji garažų savininkų bendrija	919.92	LTL
4179	0	K.S.	184.14	LTL
4180	0	M.F.	1894.65	LTL
4184	0	A.V.	435.17	LTL
4188	0	L.P.	796.30	LTL
4191	0	Z.P.	120.00	LTL
4192	0	M.P.	500.27	LTL
4193	1004193	159-oji gyvenamųjų namų statybos bendrija	1650.45	LTL
4194	0	J.R.	1210.38	LTL
4198	0	G.Ž.	247.24	LTL
4203	0	T.N.	355.48	LTL
4206	1004206	UAB "HNIT-BALTIC"	2124.80	LTL
4209	1004209	Uždaroji akcinė bendrovė "BITAS"	56619.26	LTL
4212	1004212	Uždaroji akcinė bendrovė  SAPNŲ SALA". Bankrotas 2011-11-30. Likvidavimas 2012-05-14	548.00	LTL
4213	0	S.B.	6.18	LTL
4214	0	A.G.	1.88	EUR
4219	0	B.S.	9.48	LTL
4220	1004220	543-oji garažų statybos ir eksploatavimo bendrija	969.99	LTL
4221	1004221	521-oji garažų statybos ir eksploatavimo bendrija	1991.68	LTL
4222	1004222	UAB "RES OPTIMA". Išieškojimas.	40240.99	LTL
4225	1004225	UAB ''NORTHWAY TURTO VALDYMAS''	9045.57	LTL
4226	1004226	Uždaroji akcinė bendrovė " KAITA" . Bankrotas 2010-02-24. Likvidavimas 2010-09-07.	141.13	LTL
4227	1004227	Uždaroji akcinė bendrovė "KOPIJAVIMO SISTEMOS"	1659.90	LTL
4229	1004229	Sodininkų bendrija "MSV - 1"	581.38	LTL
4232	0	V.U.	8.87	LTL
4233	0	J.V.	14.54	LTL
4237	1004237	Sodininkų bendrija "MECHANIZATORIUS - 2"	190.25	LTL
4238	1004238	Sodininkų bendrija "LIETUVOS RYŠININKAS"	732.62	LTL
4239	1004239	Sodininkų bendrija "GERVUOGĖ"	225.79	LTL
4240	1004240	Sodininkų bendrija "ORGTECHSTATYBA"	237.07	LTL
4241	1004241	Sodininkų bendrija "TROLEIBUSAS"	908.04	LTL
4243	1004243	Sodininkų bendrija "AUDĖJAS"	184.60	LTL
4244	1004244	Sodininkų bendrija „LAUMĖŠAKIS“	739.36	LTL
4245	1004245	Sodininkų bendrija "MEDICINOS DARBUOTOJŲ"	1072.74	LTL
4246	1004246	Sodininkų bendrija "LELIJA"	175.58	LTL
4247	1004247	Sodininkų bendrija "ZYLĖ"	495.24	LTL
4248	1004248	Sodininkų bendrija "TYLA"	745.64	LTL
4248	1004248	Sodininkų bendrija "TYLA"	53.99	EUR
4249	1004249	Sodininkų bendrija "EKSPRESAS"	420.45	LTL
4250	1004250	Sodininkų bendrija "RESTAURATORIUS"	367.22	LTL
4251	1004251	Sodininkų bendrija "PLANETA"	784.48	LTL
4252	1004252	Sodininkų bendrija "UPELIS"	310.76	LTL
4255	0	H.V.	7.91	LTL
4258	0	L.P.	10.47	LTL
4261	0	M.N.	11.72	LTL
4270	0	N.O.P.	10.70	LTL
4272	0	I.B.	5.30	LTL
4285	0	A.M.	13.52	LTL
4288	0	J.K.	7.19	LTL
4293	0	A.D.	8.21	LTL
4299	0	E.F.	17.12	LTL
4301	0	B.Y.	76.05	LTL
4304	0	L.V.	11.37	LTL
4305	0	J.J.	9.62	LTL
4306	0	J.S.	8.06	LTL
4309	0	R.V.	18.15	LTL
4313	0	M.Z.	7.50	LTL
4317	1004317	Sodininkų bendrija "ŽIBUTĖ"	450.00	LTL
4318	0	G.O.	9.08	LTL
4321	0	T.I.	238.25	LTL
4323	1004323	Sodininkų bendrija "Taksi parkas"	307.26	LTL
4324	0	S.J.	19.16	LTL
4330	0	T.Z.	5019.68	LTL
4331	0	J.B.	2659.50	LTL
