Sklypo_ID	Sklypo_kodas	Kadastro_vietoves_kodas	Kadastro_vietoves_bloko_numeris	Sklypo_nr_bloke	Anuliavimo_data	Pagal_pastata	Sklypo_adresas	Laikotarpis	Bazine_kaina	Plotas	Paskirties_kodas	Paskirtis	Charakteristikos_kodas	Charakteristika	Turto_grupes_kodas	Turto_grupe	Verciu_zona	Skaitiklis	Vardiklis	Neapmokestinamas_dydis	Moketojo_ID	Moketojo_kodas	Moketojo_pavadinimas	Naudojimo_pradzia	Naudojimo_pabaiga	Taikyti_VRV	VRV_visa	VRV_dalies	Dokumento_data	Dokumento_nr	Dokumento_tipas	Koregavimo_data
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	102	39560	NULL	9976	1007869	Uždaroji akcinė bendrovė "ŠVAROS PASAULIS"	2004-01-06	2050-11-12	0	NULL	NULL	2003-11-14	N01/2003-28129	Valst. ž. skl. nuomos sutartis	2004-01-06
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	207	39560	NULL	9977	1007870	Uždaroji akcinė bendrovė "Elstila"	2003-10-06	2014-02-02	0	NULL	NULL	2003-07-30	01/2003-27546	Valst. ž. skl. nuomos sutartis	2014-02-03
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	682	39560	NULL	9955	0	A.G.	2003-11-12	2050-10-29	0	NULL	NULL	2003-10-31	N01/2003-28042	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	1479	39560	NULL	9956	1007849	K. Janutos individuali įmonė "SMIGĖ"	2003-07-15	2050-07-07	0	NULL	NULL	2003-07-09	N01/2003-27464	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	666	39560	NULL	9957	1007850	Uždaroji akcinė bendrovė "DIGLITA"	2003-07-18	2063-07-07	0	NULL	NULL	2003-07-09	N01/2003-27465	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	3558	39560	NULL	9958	1007851	V. Saldžiūno firma "BALTVITA"	2003-07-28	2050-07-16	0	NULL	NULL	2003-07-18	N01/2003-27494	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	163	39560	NULL	9958	1007851	V. Saldžiūno firma "BALTVITA"	2007-02-12	2050-09-24	0	NULL	NULL	2003-09-26	N01/2003-27938	Valst. ž. skl. nuomos sutartis	2007-02-12
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	436	39560	NULL	9958	1007851	V. Saldžiūno firma "BALTVITA"	2007-07-11	2050-05-31	0	NULL	NULL	2004-06-02	812 N01/2004-812	Valst. ž. skl. nuomos sutartis	2007-07-11
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	122	39560	NULL	9959	1007852	Uždaroji akcinė bendrovė "ZOVITA"	2003-07-30	2050-07-21	0	NULL	NULL	2003-07-23	N01/2003-27507	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	239	39560	NULL	9964	0	A.K.	2004-09-10	2006-04-15	0	NULL	NULL	2004-05-26	769 N01/2004-769	Valst. ž. skl. nuomos sutartis	2015-02-13
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	86	39560	NULL	10063	1007956	UŽDAROJI AKCINĖ BENDROVĖ "VERBESTA"	2009-11-24	2099-11-11	1	44900.00	44876.00	2009-11-13	N01/2009-360	Valst. ž. skl. nuomos sutartis	2009-11-24
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	81	39560	NULL	10018	1007911	UAB „MASTINA“	2010-12-01	2035-04-27	1	8861000.00	18143.00	2007-06-29	N01/2007-807	Valst. ž. skl. nuomos sutartis	2010-12-01
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	1709	39560	NULL	10034	0	A.B.	2008-02-19	2058-02-13	0	NULL	NULL	2008-02-14	N01/2008-127	Valst. ž. skl. nuomos sutartis	2008-02-19
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	653	39560	NULL	10035	0	R.Ž.	2010-01-28	2058-02-11	1	8861000.00	146265.00	2008-02-13	N01/2008-123	Valst. ž. skl. nuomos sutartis	2010-01-28
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	333	39560	NULL	13392	0	S.A.	2011-05-31	2050-09-03	1	7088000.00	59664.00	2003-09-05	N01/2003-27838	Valst. ž. skl. nuomos sutartis	2011-05-31
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	719	39560	NULL	13211	1009783	UAB "TEZ TOUR"	2010-10-27	2050-07-29	1	266000.00	265755.00	2003-07-31	N01/2003-27479	Valst. ž. skl. nuomos sutartis	2010-11-12
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	207	39560	NULL	13511	0	U.".C.L.	2011-09-12	2050-07-19	1	79700.00	79661.00	2003-07-21	N01/2003-27493	Valst. ž. skl. nuomos sutartis	2011-09-12
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	10	3956	NULL	13479	0	M.J.f.".	2011-02-22	NULL	1	7088000.00	39401.00	2010-12-31	N49/2010-197	Valst. ž. skl. nuomos sutartis	2011-02-22
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	706	39560	NULL	13389	1009904	Uždaroji akcinė bendrovė "RUBIKO"	2011-04-07	NULL	1	7088000.00	222018.00	2011-03-28	N49/2011-67	Valst. ž. skl. nuomos sutartis	2011-04-07
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	1927	39560	NULL	5737	1005737	Uždaroji akcinė bendrovė "PASLAUGŲ RATAS"	2004-07-19	2005-01-14	0	NULL	NULL	2003-07-09	N01/2003-27467	Valst. ž. skl. nuomos sutartis	2015-04-27
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	1065	39560	NULL	5734	1005734	UAB "Adovesta"	2009-07-27	NULL	1	526000.00	526466.00	2009-07-16	N01/2009-196	Valst. ž. skl. nuomos sutartis	2009-07-27
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	411	39560	NULL	5735	1005735	Uždaroji akcinė bendrovė "BALRESTA"	2003-08-07	2050-07-23	0	NULL	NULL	2003-07-25	N01/2003-27525	Valst. ž. skl. nuomos sutartis	2003-11-21
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	42	39560	NULL	4902	0	A.N.	2013-03-28	2050-10-29	1	5378000.00	5710.00	2003-11-01	N01/2003-281150	Valst. ž. skl. nuomos sutartis	2013-03-28
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	35	3956	NULL	3763	1003763	Uždaroji akcinė bendrovė "RAMBETA"	2010-09-30	NULL	1	9809000.00	86786.00	2005-01-14	N01/2005-80	Valst. ž. skl. nuomos sutartis	2010-09-30
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	133	39560	NULL	17289	0	S.V.p.į.	2011-02-22	NULL	1	7088000.00	51922.00	2010-12-31	N49/2010-196	Valst. ž. skl. nuomos sutartis	2011-02-22
7226	10100550139	0101	0055	139	NULL	0	"Vilniaus m. sav., Vilnius, Vytenio g. 50"	2014 m.	2812716,00	3,956000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.37	112	3956	NULL	13764	0	U.".	2013-03-14	NULL	1	5378000.00	152259.00	2012-03-08	49SŽN-(14.49.57.)-56	Valst. ž. skl. nuomos sutartis	2013-03-14
1540				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Baltupio g. 37"	2014 m.	391,52	0,002200	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	1446	1001446	Savivaldybės įmonė "Vilniaus miesto būstas"	2002-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
4269				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	7255,63	0,072200	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	3880	1003880	Uždaroji akcinė bendrovė "PROKRIDA"	2004-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
4270				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	8371,65	0,083300	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	2375	1002375	Uždaroji akcinė bendrovė "RUBINTA IR KO"	2006-05-31	NULL	0	NULL	NULL	NULL			2014-09-09
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	1256	124830	NULL	7660	1006535	UAB "ERVIN"	2006-09-11	2016-03-04	0	NULL	NULL	2006-09-11	N01/2006-1104	Valst. ž. skl. nuomos sutartis	2006-09-11
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	2802	124830	NULL	7689	1006564	Uždaroji akcinė bendrovė "ŠIAULIŲ SKALBYKLA"	2006-11-02	2046-10-17	0	NULL	NULL	2006-10-19	N01/2006-1286	Nuomos sutartis	2006-11-02
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	79366	124830	NULL	7677	1006552	UAB "Prioritetas"	2004-09-30	2097-01-27	1	4918559.00	4918559.00	2004-01-29	N01/2004-37	Valst. ž. skl. nuomos sutartis	2004-09-30
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	5013	124830	NULL	7662	1006537	Uždaroji akcinė bendrovė "MENSINK AUTOCAR"	2003-10-29	2038-10-01	0	NULL	NULL	2003-10-03	975 N01/2003-28035	Valst. ž. skl. nuomos sutartis	2004-01-08
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	1678	124830	NULL	7730	0	G.U.	2009-09-21	2079-02-17	1	12341000.00	165891.00	2004-02-19	N01/2004-239	Valst. ž. skl. nuomos sutartis	2009-09-21
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	1297	124830	NULL	7732	0	R.K.	2009-10-08	NULL	1	12341000.00	132554.00	2009-10-01	N01/2009-310	Valst. ž. skl. nuomos sutartis	2009-10-08
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	9109	124830	NULL	7715	1006590	UAB "ASTONBOCAS". Išieškojimas. Bankrotas 2013-01-14.Likvidavimas 2013 08-29	2008-04-03	2079-01-17	0	NULL	NULL	2004-01-19	N01/2004-4	Valst. ž. skl. nuomos sutartis	2008-04-03
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	311	12483	NULL	7697	1006572	Uždaroji akcinė bendrovė „STAGENA“ (bankrotas 2007-01-11)	2005-10-05	2079-01-27	0	NULL	NULL	2004-01-29	N01/2004-39	Valst. ž. skl. nuomos sutartis	2005-10-05
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	361	124830	NULL	7698	1006573	UAB "NERIES VERSLAS"	2005-10-10	2097-04-08	0	NULL	NULL	2004-04-09	N01/2004-540	Valst. ž. skl. pirk. - pard. sutartis	2005-10-10
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	582	124830	NULL	7704	1006579	UŽDAROJI AKCINĖ BENDROVĖ "STRATUS IR PARTNERIAI"	2007-10-25	2066-10-02	0	NULL	NULL	2007-09-28	N01/2007-1226	Valst. ž. skl. nuomos sutartis	2007-10-25
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	2508	124830	NULL	4848	1004848	UAB ''Veritas ana''. Išieškojimas.	2007-07-31	NULL	0	NULL	NULL	2007-07-30	N01/2007-893	Valst. ž. skl. nuomos sutartis	2007-07-31
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	74	124830	NULL	13433	0	L.B.	2011-02-15	2079-01-14	1	6275000.00	3720.00	2004-01-16	N01/2004-38	Valst. ž. skl. nuomos sutartis	2011-02-15
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	4493	124830	NULL	17375	0	T.M.	2013-01-05	2066-10-02	1	4471000.00	160924.00	2012-12-17		Sutartis	2013-01-05
8461	10100640094	0101	0064	94	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	3117629,25	12,483000	995	Kita (žemės)	423	Komer. paskirties objektų žemė	970	Pramonės ir sandėliavimo žemė	57.75	7145	124830	NULL	13601	0	U.".B.	2011-02-11	2079-01-27	1	6275000.00	524478.00	2011-02-10	N49/2011-7	Valst. ž. skl. nuomos sutartis	2011-02-11
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	505	82397	NULL	17577	0	U.".	2008-12-16	2094-02-27	1	2763000.00	16934.00	2003-01-24	N01/2003-26520	Valst. ž. skl. nuomos sutartis	2008-12-16
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	2767	82397	NULL	8470	1007345	UAB "JANVALDA"	2003-01-24	2094-02-27	1	9392000.00	315396.00	2003-01-24	N01/2003-26523	Valst. ž. skl. nuomos sutartis	2004-01-13
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	2674	82397	NULL	8471	1007346	UAB "Ginvyturba"	2003-01-24	2094-02-27	1	9392000.00	304795.00	2003-01-24	N01/2003-26525	Valst. ž. skl. nuomos sutartis	2004-01-13
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	12076	82397	NULL	8495	1007370	Uždaroji akcinė bendrovė "Dujotra"	2004-04-08	2094-02-27	0	NULL	NULL	2003-01-24	N01/2003-26524	Valst. ž. skl. nuomos sutartis	2004-04-13
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	22649	82397	NULL	8510	1007385	UAB "KUUSAKOSKI"	2005-11-30	2094-02-27	0	NULL	NULL	2003-01-24	N01/2003-26521	Valst. ž. skl. nuomos sutartis	2005-11-30
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	12542	82397	NULL	13444	0	H.K.	2012-07-16	2094-02-27	1	NULL	563078.00	1995-02-28	N01/95-6084	Valst. ž. skl. nuomos sutartis	2014-11-04
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	14080	82397	NULL	13326	0	E.K.	2011-01-05	NULL	1	2763000.00	472141.00	2010-12-17	N/2010-159	Valst. ž. skl. nuomos sutartis	2013-03-15
9449	10100640006	0101	0064	6	NULL	0	"Vilniaus m. sav., Vilnius, Pramonės g. 97"	2014 m.	1820552,77	8,239700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.75	14080	82397	NULL	13327	0	S.K.	2011-01-05	NULL	1	5309000.00	907202.00	2010-12-17	N/2010-159	Valst. ž. skl. nuomos sutartis	2013-03-15
7981	440000960425	0101	0057	131	NULL	0	"Vilniaus m. sav., Vilnius, Šv. Stepono g. 35A"	2014 m.	502482,94	0,707100	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.11	3536	7071	NULL	10504	0	N.M.	2011-09-28	2093-05-08	1	1807000.00	903627.78	2004-05-10	N01/2004-668	Valst. ž. skl. nuomos sutartis	2014-12-11
7981	440000960425	0101	0057	131	NULL	0	"Vilniaus m. sav., Vilnius, Šv. Stepono g. 35A"	2014 m.	502482,94	0,707100	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.11	3535	7071	NULL	7747	0	V.M.	2011-09-28	2093-05-08	1	1807000.00	903372.22	2004-05-10	N01/2004-668	Valst. ž. skl. nuomos sutartis	2014-12-11
7806	10100410063	0101	0041	63	NULL	0	"Vilniaus m. sav., Vilnius, L. Stuokos-Gucevičiaus g. 9"	2014 m.	29966,00	0,132700	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.2	315	1327	NULL	2741	1002741	VALSTYBĖS ĮMONĖ LIETUVOS ŽEMĖS ŪKIO IR MAISTO PRODUKTŲ RINKOS REGULIAVIMO AGENTŪRA	2006-11-07	2041-08-30	0	NULL	NULL	2006-09-01	N01/2006-1079	Valst. ž. skl. nuomos sutartis	2008-02-05
7806	10100410063	0101	0041	63	NULL	0	"Vilniaus m. sav., Vilnius, L. Stuokos-Gucevičiaus g. 9"	2014 m.	29966,00	0,132700	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.2	315	1327	NULL	2741	1002741	VALSTYBĖS ĮMONĖ LIETUVOS ŽEMĖS ŪKIO IR MAISTO PRODUKTŲ RINKOS REGULIAVIMO AGENTŪRA	2006-11-07	2041-08-30	1	992000.00	235479.00	2006-09-01	N01/2006-1079	Valst. ž. skl. nuomos sutartis	2012-12-20
7806	10100410063	0101	0041	63	NULL	0	"Vilniaus m. sav., Vilnius, L. Stuokos-Gucevičiaus g. 9"	2014 m.	29966,00	0,132700	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.2	101	1327	NULL	2740	1002740	Uždaroji akcinė bendrovė "EUROLITCAR"	2004-05-19	2041-04-26	0	NULL	NULL	2004-04-28	N01/2004-655	Valst. ž. skl. nuomos sutartis	2008-02-05
7806	10100410063	0101	0041	63	NULL	0	"Vilniaus m. sav., Vilnius, L. Stuokos-Gucevičiaus g. 9"	2014 m.	29966,00	0,132700	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.2	101	1327	NULL	2740	1002740	Uždaroji akcinė bendrovė "EUROLITCAR"	2004-05-19	2041-04-26	1	915000.00	69642.00	2004-04-28	N01/2004-655	Valst. ž. skl. nuomos sutartis	2012-12-20
2974				NULL	NULL	0	"Vilniaus m. sav., Vilnius, L. Stuokos-Gucevičiaus g. 9"	2014 m.	28090,00	0,031500	413	Kitai ne ž.ū,m.ū.veiklai	04*	Kitos paskirties žemė	950	Gyvenamųjų teritorijų žemė		1	1	NULL	2741	1002741	VALSTYBĖS ĮMONĖ LIETUVOS ŽEMĖS ŪKIO IR MAISTO PRODUKTŲ RINKOS REGULIAVIMO AGENTŪRA	2005-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
1928				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Eišiškių pl. 223"	2014 m.	25767,50	0,174400	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.100000	1806	0	J.V.	1995-12-24	NULL	0	NULL	NULL	1995-12-24			2014-09-09
1929				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Eišiškių pl. 223"	2014 m.	26210,63	0,177400	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.100000	1807	0	I.V.	1995-12-24	NULL	0	NULL	NULL	1995-12-24			2014-09-09
4927				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Slucko g. 15"	2014 m.	416,88	0,002000	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.002000	4480	0	J.S.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
4928				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Slucko g. 15"	2014 m.	396,25	0,001900	401	Namų valdai			950	Gyvenamųjų teritorijų žemė		1	1	.001900	4481	0	V.O.	1994-12-31	NULL	0	NULL	NULL	NULL			2014-09-09
